Player,Weight (kg),Height (cm),Birthday,Year Turned Pro,Right-Left-Handed,Two-One-Backhanded,Matches,Wins,Losses,Winning Ratio,Ace (%),Double Fault (%),1st Serve In (%),1st Serve Win (%),2nd Serve Win (%),Total Points Win (%),Return Points Win (%),Dominant Rate
Alexandre Muller,75.0,183.0,1997-02-01,2014,1,1,682,393,289,0.5762463343108505,4.064351851851847,3.130787037037036,66.19050925925924,66.58055555555556,49.996296296296265,50.50532407407406,39.88449074074074,1.097569444444444
Maximilian Marterer,78.0,188.0,1995-06-15,2015,0,1,664,382,282,0.5753012048192772,8.380194174757282,2.798058252427183,62.10834951456307,72.35203883495144,53.746213592233005,50.726796116504865,36.00990291262134,1.1659999999999993
Cedrik Marcel Stebe,70.0,180.0,1990-10-09,2010,0,1,531,309,222,0.5819209039548022,4.392892156862745,3.9968137254901928,61.66862745098041,67.05343137254903,49.9421568627451,51.161764705882334,42.0017156862745,1.1391666666666658
Manuel Orantes,75.0,178.0,1949-02-06,,0,,1138,798,340,0.7012302284710018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Kicker,75.0,178.0,1992-08-16,2009,1,0,592,346,246,0.5844594594594594,2.5598265895953753,3.1476878612716748,64.96271676300579,65.96069364161848,51.77052023121388,50.91329479768788,41.205780346820816,1.1554913294797693
Ilya Ivashka,86.0,193.0,1994-02-24,2013,1,1,559,324,235,0.5796064400715564,7.7502403846153864,4.020192307692309,62.25624999999999,72.07379807692313,50.20288461538458,51.520192307692305,39.45504807692304,1.1989182692307694
Juan Pablo Varillas,77.0,185.0,1995-10-06,2013,1,1,658,381,277,0.5790273556231003,5.5143939393939405,2.8863636363636362,57.966666666666654,70.4638888888889,51.59267676767678,51.13257575757579,40.10656565656564,1.1918686868686867
Brian Gottfried,75.0,183.0,1952-01-27,,1,0,1034,702,332,0.6789168278529981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vaclav Safranek,82.0,183.0,1994-05-20,2012,1,1,516,284,232,0.5503875968992248,4.3765432098765435,3.132716049382717,62.561111111111074,64.97962962962958,48.36049382716051,47.609876543209886,35.58086419753088,0.9241975308641979
Jan Satral,83.0,185.0,1990-07-24,2010,1,1,516,304,212,0.5891472868217055,6.621195652173912,4.393478260869565,56.64293478260864,70.54565217391307,48.63043478260869,50.48043478260871,40.02228260869567,1.1047826086956534
Jason Kubler,74.0,178.0,1993-05-19,2011,1,1,591,383,208,0.6480541455160744,6.740822784810122,5.661708860759492,61.3867088607595,71.02879746835451,51.12594936708861,51.20569620253162,39.02879746835441,1.1671518987341785
John Alexander,82.0,191.0,1951-07-04,,1,,1065,619,446,0.5812206572769953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Sakamoto,79.0,180.0,1993-06-29,2009,1,1,638,350,288,0.54858934169279,3.8566308243727625,2.4777777777777774,62.414695340501844,65.94157706093196,50.18387096774192,49.82724014336919,39.69103942652331,1.078315412186379
Jarkko Nieminen,78.0,185.0,1981-07-23,2000,0,1,1019,592,427,0.5809617271835132,3.9309617918313595,2.61870882740448,65.84953886693019,68.05059288537544,51.24347826086954,50.631488801054005,38.93860342556002,1.1070223978919633
John Patrick Smith,84.0,188.0,1989-01-24,2012,0,1,510,267,243,0.5235294117647059,7.865133171912828,2.5605326876513343,65.78353510895882,70.79782082324454,51.67748184019369,50.523728813559366,37.168038740920075,1.126416464891041
Lucas Miedler,78.0,183.0,1996-06-21,2014,1,0,529,308,221,0.5822306238185255,5.785393258426965,2.5850187265917595,61.00973782771536,69.19400749063674,49.7063670411985,49.54082397003743,37.41048689138577,1.058202247191011
Eduard Esteve Lobato,83.0,188.0,1994-09-18,,1,1,522,295,227,0.5651340996168582,4.068421052631578,2.6789473684210523,64.29649122807018,66.16140350877194,48.67017543859649,49.717543859649126,39.761403508771934,1.11
Jaume Munar,76.0,183.0,1997-05-05,2014,1,1,651,376,275,0.5775729646697388,4.292885375494068,3.598616600790513,65.32332015810273,69.13241106719364,49.427075098814214,51.40553359683799,40.74446640316199,1.1928853754940698
Rainer Schuettler,74.0,180.0,1976-04-25,1995,1,1,1013,542,471,0.5350444225074038,4.520815752461325,3.8954992967651187,59.15696202531648,69.22292545710268,52.20379746835436,50.74177215189876,39.3295358649789,1.1401125175808735
David Guez,75.0,185.0,1982-12-08,,1,,1009,616,393,0.6105054509415263,2.3671826625386996,3.351702786377708,58.366873065015454,63.69133126934985,48.356346749226,49.451083591331276,41.42074303405572,1.0404643962848295
Radek Stepanek,76.0,185.0,1978-11-27,1996,1,1,970,574,396,0.5917525773195876,7.9502732240437135,3.8860655737704906,62.12322404371582,72.95614754098362,51.74972677595634,51.48060109289615,38.48101092896172,1.2109153005464481
Michael Chang,73.0,175.0,1972-02-22,1988,1,1,1010,685,325,0.6782178217821783,5.803891050583666,2.4892347600518807,55.66498054474712,72.60700389105055,53.77535667963686,53.080465717981895,42.496248382923646,1.267981888745148
Tobias Simon,96.0,198.0,1991-05-18,,1,,505,262,243,0.5188118811881188,21.14347826086956,6.136521739130434,60.77043478260869,80.91739130434784,53.803478260869554,50.88173913043478,31.973043478260877,1.2796521739130438
Bruno Santanna,78.0,178.0,1993-07-12,,1,1,504,293,211,0.5813492063492064,5.964383561643838,5.9013698630137,59.797260273972626,65.92739726027396,44.913698630136984,47.50958904109589,37.27123287671234,0.9567123287671235
Joris De Loore,86.0,191.0,1993-04-21,2011,1,1,634,404,230,0.637223974763407,10.734375000000007,3.564583333333333,62.30381944444442,75.45902777777782,51.82048611111113,51.63055555555557,37.17118055555554,1.221180555555555
Yannik Reuter,0.0,0.0,1991-03-06,,1,1,503,289,214,0.5745526838966203,3.295522388059703,3.403731343283584,60.94701492537315,65.42388059701491,48.0828358208955,48.64850746268657,38.718656716417925,1.004776119402985
Carlos Moya,88.0,191.0,1976-08-27,1995,1,1,1006,650,356,0.6461232604373758,6.449176470588243,3.101058823529409,58.74494117647058,72.34447058823537,52.18211764705887,51.392823529411714,39.20541176470591,1.1586705882352943
Nikolay Davydenko,72.0,178.0,1981-06-02,1999,1,1,998,599,399,0.6002004008016032,4.511959287531808,3.50903307888041,66.83524173027992,69.01653944020356,51.69274809160311,52.07926208651398,41.46068702290077,1.2254834605597968
Alexey Kedryuk,90.0,193.0,1980-08-08,1998,1,,497,289,208,0.5814889336016097,7.155555555555555,9.644444444444442,52.844444444444456,62.90555555555555,37.67777777777778,40.93333333333333,28.866666666666667,0.663888888888889
Antoine Hoang,76.0,183.0,1995-11-04,2016,1,1,631,358,273,0.5673534072900158,4.765342960288811,4.6783393501805035,68.07436823104692,68.55740072202164,50.266425992779766,50.24296028880865,37.87292418772564,1.0961010830324918
Ante Pavic,96.0,196.0,1989-03-07,,1,1,500,250,250,0.5,13.067164179104472,5.32238805970149,59.73320895522392,75.19440298507465,49.010820895522414,49.8992537313433,35.23432835820895,1.1117164179104473
Pete Sampras,77.0,185.0,1971-08-12,1988,1,0,1000,767,233,0.767,13.59087452471482,4.368314321926488,59.08136882129274,81.38491761723697,53.88846641318124,54.241571609632416,38.965145754119106,1.4115462610899867
Carlos Taberner,78.0,183.0,1997-08-08,2015,1,1,646,378,268,0.5851393188854489,3.255627705627706,4.529870129870129,61.59134199134196,67.57922077922082,49.90995670995669,51.35670995670998,41.96168831168829,1.170389610389611
Michael Russell,70.0,173.0,1978-05-01,1998,1,1,970,561,409,0.5783505154639176,3.720634920634923,4.5337868480725625,64.42539682539685,67.09886621315192,49.58049886621314,49.910884353741466,39.051020408163254,1.0797732426303852
Lloyd Harris,80.0,193.0,1997-02-24,2015,1,1,582,376,206,0.6460481099656358,14.252763819095483,3.1575376884422095,63.33190954773863,75.60000000000001,50.68060453400504,51.281909547738735,36.60527638190954,1.2064572864321608
Kamil Majchrzak,78.0,180.0,1996-01-13,2013,1,1,599,384,215,0.6410684474123539,6.7099526066350785,3.0097156398104263,59.73672985781988,72.23601895734595,52.97203791469198,52.73246445497631,41.181990521327045,1.311848341232227
Maverick Banes,0.0,0.0,1992-04-10,,1,,496,277,219,0.5584677419354839,4.531250000000002,3.3576388888888906,61.16666666666666,67.65208333333334,51.35138888888891,49.18402777777775,37.098611111111126,1.0724305555555558
Roberto Quiroz,88.0,193.0,1992-02-23,2014,0,1,506,259,247,0.5118577075098815,6.174269005847954,3.422222222222221,63.64298245614041,69.716081871345,51.85467836257309,49.57456140350878,36.023099415204626,1.0611988304093565
Yevgeny Kafelnikov,84.0,191.0,1974-02-18,1992,1,1,991,661,330,0.6670030272452069,7.181556886227549,5.008383233532938,55.38131736526945,73.86886227544906,51.249341317365285,51.78193779904305,40.00562200956941,1.1748564593301432
Yuki Bhambri,75.0,185.0,1992-07-04,2008,1,1,503,326,177,0.6481113320079522,4.082467532467532,3.963636363636362,64.33409090909088,67.71525974025974,52.082467532467525,51.36720779220781,40.89967426710102,1.1792532467532466
Jesse Witten,82.0,178.0,1982-10-15,2005,1,1,495,266,229,0.5373737373737374,7.077868852459016,5.6811475409836065,55.17622950819673,69.91147540983607,48.96147540983608,49.67377049180327,39.22868852459017,1.0943442622950819
Juan Ignacio Galarza,83.0,183.0,1994-03-18,,1,1,515,298,217,0.5786407766990291,4.493258426966293,4.679775280898878,62.155056179775244,68.36516853932584,47.8370786516854,49.80112359550564,39.23146067415732,1.073483146067416
Marcos Giron,77.0,180.0,1993-07-24,2014,1,1,626,350,276,0.5591054313099042,6.598305084745768,2.868855932203388,61.39851694915253,72.05572033898316,51.04724576271187,50.28983050847458,36.95847457627118,1.1136228813559326
Thomas Muster,77.0,180.0,1967-10-02,1985,0,0,986,674,312,0.6835699797160243,4.123139158576052,3.268608414239479,60.750647249190905,70.04854368932038,54.20809061488671,52.5014563106796,41.87191558441556,1.2220711974110032
Tommy Haas,84.0,188.0,1978-04-03,1996,1,0,975,607,368,0.6225641025641026,8.931749710312866,4.8417149478563175,58.62966396292005,74.86176129779838,52.54843568945531,51.67207415990734,37.863499420625715,1.204843568945538
Vincent Spadea,77.0,183.0,1974-07-19,1993,1,1,969,505,464,0.5211558307533539,4.599390243902448,3.4951219512195104,57.7407012195122,67.88582317073171,51.25655487804874,49.80518292682925,38.810213414634156,1.0632926829268294
Christopher Heyman,90.0,188.0,1993-10-08,,0,0,486,298,188,0.6131687242798354,5.699999999999998,3.8047619047619055,66.41746031746032,66.32539682539684,49.99206349206349,47.69365079365079,33.853968253968254,0.9596825396825394
Joao Pedro Sorgi,82.0,188.0,1993-10-18,,1,1,485,253,232,0.5216494845360825,5.334532374100717,4.399280575539567,60.72877697841725,68.45827338129496,49.40503597122301,49.807194244604325,38.83309352517986,1.0865467625899283
Prajnesh Gunneswaran,80.0,188.0,1989-11-12,2010,0,1,509,299,210,0.587426326129666,7.203236245954692,3.3909385113268593,61.54433656957929,71.47766990291264,51.73009708737864,50.291612903225776,36.761612903225775,1.1270645161290316
Yann Marti,75.0,170.0,1988-06-07,,1,1,486,273,213,0.5617283950617284,4.339999999999999,5.2620689655172415,57.0503448275862,69.02689655172418,47.639310344827585,49.82344827586206,40.12758620689655,1.1039999999999999
Evan King,79.0,185.0,1992-03-25,2013,0,1,497,255,242,0.5130784708249497,5.9999999999999964,2.999999999999999,64.01327800829877,67.98921161825729,50.517842323651465,48.39626556016599,35.25767634854772,1.0127385892116179
Omar Giacalone,80.0,180.0,1992-01-11,,1,1,483,261,222,0.5403726708074534,1.446341463414634,5.765853658536587,57.73414634146342,63.690243902439015,48.08048780487804,48.09999999999999,39.28048780487806,1.009512195121951
Michael Berrer,100.0,193.0,1980-07-01,1999,0,0,937,520,417,0.5549626467449307,7.8205567451820235,3.849464668094218,65.03233404710926,72.36381156316918,51.86616702355459,50.34775160599567,35.74154175588863,1.1728479657387565
Adam Pavlasek,76.0,185.0,1994-10-08,2012,1,1,482,282,200,0.5850622406639004,6.406249999999995,3.250367647058821,60.92573529411764,68.38970588235294,50.77279411764703,50.370588235294115,39.30294117647058,1.1198897058823531
Calvin Hemery,83.0,191.0,1995-01-28,2013,1,1,633,366,267,0.5781990521327014,9.231052631578947,5.41736842105263,61.60052631578947,71.76973684210532,50.03052631578941,50.29526315789475,37.4207894736842,1.1203684210526306
Mario Vilella Martinez,74.0,178.0,1995-07-03,,1,1,470,281,189,0.597872340425532,6.574537037037036,6.773148148148146,59.686111111111124,70.09814814814817,50.399999999999956,50.44675925925923,38.69305555555557,1.1428703703703709
Laurent Lokoli,78.0,188.0,1994-10-18,,1,1,609,362,247,0.5944170771756979,6.230044843049326,4.732286995515694,60.99103139013449,69.61524663677129,47.04125560538116,49.66964285714288,38.64107142857141,1.0857142857142859
Yan Bai,80.0,185.0,1989-05-21,,1,1,605,381,224,0.6297520661157024,5.0849740932642495,3.5844559585492206,58.98911917098444,66.39067357512953,47.810362694300515,48.82953367875646,39.16787564766839,1.0375129533678762
Nicolas Lapentti,86.0,188.0,1976-08-13,1995,1,1,958,553,405,0.5772442588726514,6.107486631016041,3.4124777183600696,60.13778966131912,70.54438502673804,48.71910714285714,49.935294117647025,38.13172905525843,1.06951871657754
Gilles Muller,89.0,193.0,1983-05-09,2001,0,1,960,556,404,0.5791666666666667,16.804436860068257,4.339419795221842,61.74846416382245,79.08054607508528,51.988547008547066,50.63651877133104,32.38549488054607,1.1651365187713307
Danai Udomchoke,64.0,173.0,1981-08-11,1997,1,,907,547,360,0.6030871003307607,4.425641025641022,5.113846153846154,61.60923076923075,67.98358974358975,47.03641025641024,48.62769230769231,37.03897435897436,1.006717948717948
Tim Henman,77.0,185.0,1974-09-06,1993,1,0,959,621,338,0.6475495307612096,7.660111576011164,4.333054393305436,57.40167364016738,75.01841004184107,51.83054393305442,52.15202231520221,39.52817294281724,1.224504881450487
Eduardo Struvay,0.0,0.0,1990-12-17,,1,1,478,264,214,0.5523012552301255,9.864566929133854,4.997637795275589,60.58110236220471,71.90314960629921,49.936220472440965,48.26929133858268,33.49370078740157,1.0218897637795277
Jurgen Melzer,80.0,183.0,1981-05-22,1999,0,1,944,514,430,0.5444915254237288,6.661958041958044,3.5693706293706278,61.62251748251746,69.75146853146855,51.14811188811188,49.87566433566424,37.17972027972031,1.0681258741258748
Tom Okker,0.0,178.0,1944-02-22,1968,1,0,1240,869,371,0.7008064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julien Benneteau,79.0,185.0,1981-12-20,2000,1,1,950,505,445,0.531578947368421,8.006697108066973,4.175799086757993,64.02602739726021,70.3674277016741,49.8455098934551,50.018721461187205,37.288736681887336,1.115525114155251
Goran Ivanisevic,82.0,193.0,1971-09-13,1988,0,1,951,613,338,0.6445846477392219,17.439261285909694,6.005745554035565,54.48139534883722,82.08577291381674,51.17811217510255,51.581668946648435,35.28878248974006,1.2375239398084796
Gonzalo Villanueva,70.0,175.0,1995-01-13,,1,1,664,357,307,0.5376506024096386,1.7807407407407405,3.514074074074074,63.437037037036994,63.3014814814815,49.57111111111109,49.62407407407409,41.15000000000001,1.0787407407407414
Albano Olivetti,104.0,203.0,1991-11-24,2010,1,0,487,274,213,0.5626283367556468,20.98294117647059,8.243529411764705,54.48294117647061,82.87529411764707,51.58352941176469,49.84000000000002,30.379411764705868,1.085529411764706
Luis David Martinez,77.0,178.0,1989-05-12,,1,1,475,224,251,0.47157894736842104,5.556000000000001,6.2986666666666675,57.01466666666667,65.96399999999998,45.54133333333332,47.050666666666665,36.63866666666667,0.9341333333333334
Ranjeet Virali Murugesan,0.0,0.0,1985-09-30,,,,488,254,234,0.5204918032786885,1.5909090909090908,3.4272727272727277,55.809090909090905,54.290909090909096,48.67272727272726,42.599999999999994,33.554545454545455,0.8772727272727271
Kyle Edmund,83.0,188.0,1995-01-08,2012,1,1,568,338,230,0.5950704225352113,7.371496437054638,3.47339667458432,59.32731591448931,73.3007125890736,53.32351543942993,51.48574821852736,37.93847980997622,1.1967220902612836
Boris Becker,85.0,191.0,1967-11-22,1984,1,,942,716,226,0.7600849256900213,12.843540669856463,5.60526315789474,57.258612440191335,79.81387559808617,51.66244019138756,52.780143540669826,38.50741626794255,1.2840430622009562
Jan Kodes,81.0,175.0,1946-03-01,,1,,1004,606,398,0.603585657370518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Ofner,81.0,191.0,1996-05-12,2015,1,1,613,345,268,0.5628058727569332,9.096810933940773,4.43029612756264,56.83302961275625,72.7879271070615,50.75079726651479,50.10546697038727,36.877904328018225,1.0855580865603647
Lorenzo Sonego,76.0,191.0,1995-05-11,2013,1,1,620,341,279,0.55,7.576245210727977,2.7118773946360117,64.79080459770118,72.66685823754787,51.6871647509578,50.89214559386979,36.493103448275846,1.1372413793103449
Stefano Napolitano,90.0,196.0,1995-04-11,2012,1,1,597,321,276,0.5376884422110553,6.660981912144704,2.8620155038759694,59.251162790697684,69.89715762273902,50.632816537467704,50.102583979328195,38.43979328165373,1.087751937984496
Ivan Sergeyev,78.0,175.0,1988-01-20,,1,1,469,268,201,0.5714285714285714,6.22153846153846,4.288461538461536,55.56000000000001,68.54769230769233,46.346923076923076,48.60846153846154,38.68076923076922,1.0963846153846155
Rogerio Dutra Silva,73.0,178.0,1984-02-05,2003,1,0,936,543,393,0.5801282051282052,4.110455311973018,3.5693086003372647,61.68870151770657,69.37554806070827,52.84586846542998,51.903878583473855,41.2460370994941,1.233962900505903
Kevin Kim,75.0,180.0,1978-07-26,1997,1,0,900,451,449,0.5011111111111111,6.274509803921565,4.908235294117649,57.4180392156863,69.25921568627454,46.347058823529416,47.92549019607839,36.34901960784314,1.020980392156863
Alberto Martin,73.0,175.0,1978-08-20,1995,1,0,913,478,435,0.5235487404162102,2.7175196850393695,4.632677165354329,60.841141732283454,65.35767716535427,49.05334645669292,48.93011811023617,39.02519685039364,1.0304527559055123
Marc Rosset,88.0,201.0,1970-11-07,1988,1,,930,516,414,0.5548387096774193,12.639224806201565,6.856899224806207,56.30449612403101,78.35596899224807,48.1531782945736,50.637984496124005,36.57457364341078,1.1565581395348836
Altug Celikbilek,73.0,183.0,1996-09-07,2015,1,1,599,342,257,0.5709515859766278,8.333453237410076,5.10863309352518,57.49316546762594,70.91510791366909,48.11043165467622,49.93237410071941,38.174460431654666,1.060863309352518
Tommy Paul,82.0,185.0,1997-05-17,2015,1,1,628,398,230,0.6337579617834395,6.7169921875000025,3.1230468749999996,60.26093749999999,71.68730468749999,53.506640624999925,51.70878906249998,39.30019531249996,1.1815234375000012
Horacio Zeballos,84.0,188.0,1985-04-27,2003,0,0,930,532,398,0.5720430107526882,7.534452296819799,3.3171378091872774,61.866607773851705,72.51024734982332,52.68356890459366,50.49134275618373,35.86042402826854,1.1242579505300343
Benjamin Lock,86.0,198.0,1993-03-04,,1,1,635,370,265,0.5826771653543307,6.786363636363637,2.8795454545454553,65.96704545454544,68.14375000000001,49.60340909090906,48.73579545454545,35.94602272727275,1.0393181818181825
Borna Coric,85.0,188.0,1996-11-14,2013,1,1,577,331,246,0.5736568457538995,7.82242798353909,2.8991769547325124,61.60020576131684,72.82510288065835,53.019341563785986,50.50698151950724,36.13634496919915,1.134907597535934
Mikhail Elgin,78.0,183.0,1981-10-14,1998,1,,460,260,200,0.5652173913043478,8.720353982300885,4.146017699115044,58.085840707964614,71.09911504424778,46.47522123893803,48.272807017543876,35.96929824561404,1.0299122807017544
Olivier Rochus,65.0,168.0,1981-01-18,1999,1,0,916,501,415,0.5469432314410481,2.3046075085324222,3.2776450511945345,60.64897610921502,66.96006825938566,52.33105802047779,49.66945392491469,38.04300341296925,1.0575085324232076
Paul Henri Mathieu,74.0,185.0,1982-01-12,1999,1,1,921,497,424,0.5396308360477742,6.566847826086962,4.16331521739131,54.74986413043479,72.32038043478268,51.984510869565256,50.530298913043495,37.61127717391302,1.100747282608696
Frances Tiafoe,86.0,188.0,1998-01-20,2015,1,1,612,354,258,0.5784313725490197,8.591039426523297,3.031720430107526,61.05537634408597,72.95627240143368,52.33046594982079,50.602867383512546,36.45143369175628,1.0999103942652342
Potito Starace,84.0,188.0,1981-07-14,2001,1,1,908,513,395,0.5649779735682819,3.3213709677419376,1.7909274193548383,73.11633064516128,66.84052419354846,52.923387096774164,50.2264112903226,37.32479838709677,1.1227419354838706
Alexander Bublik,82.0,196.0,1997-06-17,2016,1,1,595,328,267,0.5512605042016807,14.417813765182194,8.450809716599187,58.77489878542511,75.93380566801623,45.36578947368425,49.94352226720649,36.2997975708502,1.0754655870445338
Maxime Hamou,75.0,185.0,1995-06-08,,1,1,461,271,190,0.5878524945770065,3.822680412371133,3.579381443298969,62.581443298969056,64.07319587628868,48.343298969072166,47.09587628865979,35.52886597938146,0.9137113402061857
Matias Franco Descotte,87.0,191.0,1994-08-29,,1,1,597,328,269,0.5494137353433836,4.053271028037384,3.1990654205607467,61.5280373831776,67.80934579439256,48.761682242990645,49.05514018691589,37.86261682242993,1.0499999999999998
Hiroyasu Ehara,0.0,0.0,1991-06-18,,,,467,262,205,0.5610278372591007,2.2880000000000003,5.42,70.05999999999999,60.59199999999999,47.01000000000001,47.30200000000001,37.955999999999996,0.9766000000000001
Juan Pablo Ficovich,78.0,191.0,1997-01-24,2015,1,1,609,331,278,0.5435139573070608,5.764201183431955,3.2952662721893478,60.58165680473373,68.90325443786985,50.68165680473371,50.06656804733728,38.601183431952656,1.091420118343195
Lleyton Hewitt,77.0,178.0,1981-02-24,1998,1,1,919,638,281,0.6942328618063112,7.986413708690344,4.4227662178702625,53.929375764993864,74.39106487148103,53.70036719706246,53.06731946144423,41.91468788249695,1.2832558139534895
Roman Safiullin,75.0,185.0,1997-08-07,2015,1,1,596,387,209,0.6493288590604027,8.02572944297082,4.45994694960212,63.22679045092844,71.96657824933692,51.12015915119366,51.37301587301585,38.689153439153415,1.1552380952380956
Enzo Couacaud,78.0,183.0,1995-03-01,2013,1,1,573,343,230,0.5986038394415357,8.57885117493473,4.258746736292428,55.43759791122718,73.15065274151439,49.65013054830287,50.89791122715406,39.58851174934723,1.1614621409921684
Nicolas Almagro,86.0,183.0,1985-08-21,2003,1,0,917,564,353,0.6150490730643402,10.725615050651228,3.211287988422576,57.86382054992765,75.29059334298115,53.287409551374836,51.442402315484756,37.448769898697506,1.202040520984081
Viktor Durasovic,80.0,185.0,1997-03-19,2016,1,1,634,337,297,0.5315457413249212,6.765836298932383,4.071530249110317,58.91672597864772,70.27330960854091,51.670818505338026,49.4085409252669,36.14483985765121,1.0395017793594297
Tallon Griekspoor,85.0,188.0,1996-07-02,2015,1,1,593,362,231,0.6104553119730185,8.285750636132322,3.8173027989821895,63.55928753180661,72.69440203562345,51.64554707379136,50.64122137404582,36.14045801526716,1.0963867684478374
Daniel Altmaier,80.0,188.0,1998-09-12,2014,1,0,612,357,255,0.5833333333333334,8.077061855670106,3.1273195876288646,61.622164948453666,71.47603092783497,50.199742268041206,50.53737113402068,37.97087628865982,1.1365206185567012
N Vijay Sundar Prashanth,75.0,178.0,1986-10-27,,1,1,460,240,220,0.5217391304347826,6.528235294117647,4.807058823529411,57.450588235294084,69.48823529411763,48.98117647058824,48.14705882352941,35.209411764705884,1.0070588235294118
Hubert Hurkacz,81.0,196.0,1997-02-11,2015,1,1,610,382,228,0.6262295081967213,12.197328244274809,3.539312977099236,63.48396946564888,75.54351145038166,52.33549618320605,51.822900763358795,36.789312977099236,1.207404580152672
Matias Zukas,72.0,183.0,1996-05-04,,1,1,508,288,220,0.5669291338582677,5.191891891891892,3.7702702702702693,55.07567567567567,67.09999999999998,48.498648648648654,48.02837837837837,37.37972972972972,1.00527027027027
Taylor Fritz,86.0,196.0,1997-10-28,2015,1,1,633,394,239,0.6224328593996841,12.144670050761427,3.0098138747884935,59.66565143824026,77.04043993231811,53.352115059221575,52.089678510998304,36.9730964467005,1.2383079526226741
Nicolas Massu,80.0,183.0,1979-10-10,1997,1,1,858,468,390,0.5454545454545454,5.563813229571991,4.281517509727624,58.80564202334626,69.12373540856025,49.54385964912276,49.36147859922183,37.5931906614786,1.051867704280156
Jeremy Jahn,73.0,178.0,1990-04-05,,1,0,523,288,235,0.5506692160611855,4.477777777777777,4.8261111111111115,57.78444444444446,67.89277777777777,49.776111111111106,49.82666666666666,39.104444444444454,1.0721666666666665
Roscoe Tanner,77.0,183.0,1951-10-15,,0,,907,604,303,0.6659316427783903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nerman Fatic,88.0,191.0,1994-10-24,2014,1,1,588,331,257,0.5629251700680272,5.840201005025127,3.9824120603015083,63.20402010050253,67.56582914572864,49.04824120603013,50.03165829145731,39.27939698492461,1.087638190954774
Stefan Kozlov,79.0,183.0,1998-02-01,2013,1,1,547,301,246,0.5502742230347349,4.073827160493831,5.9098765432098705,61.33456790123452,66.20617283950622,47.74444444444443,49.86913580246915,40.8585185185185,1.0803703703703713
Flavio Cipolla,74.0,173.0,1983-10-20,2003,1,0,897,471,426,0.5250836120401338,1.4401985111662536,4.346153846153844,70.50694789081882,61.648635235732016,47.6189054726368,49.680893300248115,42.143424317617885,1.0816129032258066
Bjorn Phau,70.0,175.0,1979-10-04,1999,1,0,879,462,417,0.5255972696245734,5.442355889724312,5.053383458646617,53.6636591478697,69.3533834586466,50.465664160401026,49.582957393483696,38.60401002506266,1.0843107769423554
Mariano Kestelboim,78.0,185.0,1996-02-06,,1,1,553,318,235,0.5750452079566004,1.8797468354430387,4.468354430379747,66.75063291139237,60.74177215189875,47.01772151898735,50.38227848101267,44.76455696202533,1.174177215189874
Daniel Munoz de la Nava,75.0,175.0,1982-01-29,1999,0,1,899,498,401,0.5539488320355951,4.658056872037913,4.249526066350709,56.83009478672986,70.35331753554507,51.600236966824625,51.25805687203792,40.769431279620875,1.18196682464455
Arnaud Clement,74.0,173.0,1977-12-17,1996,1,1,893,461,432,0.5162374020156775,6.488970588235293,3.5198529411764685,56.81852941176477,70.89808823529405,50.63264705882354,50.131911764705855,37.956176470588176,1.0882647058823538
Wayne Ferreira,91.0,185.0,1971-09-15,1989,1,1,895,544,351,0.6078212290502794,8.749546044098572,3.604280155642031,55.14539559014269,74.1853437094682,50.57808041504545,50.97551813471499,38.48860103626946,1.1339507772020723
Janko Tipsarevic,80.0,180.0,1984-06-22,2002,1,1,893,524,369,0.5867861142217246,8.786703096539169,3.3431693989071043,56.0078324225865,74.21821493624763,52.200910746812376,50.66775956284152,37.12841530054643,1.1450455373406192
Casper Ruud,77.0,183.0,1998-12-22,2015,1,1,617,393,224,0.6369529983792545,6.397744360902254,3.033082706766916,64.8953007518797,72.01729323308264,54.35545112781954,51.95056390977439,38.06578947368418,1.2213909774436071
Lucas Catarina,80.0,185.0,1996-08-26,2015,1,1,521,308,213,0.5911708253358925,3.509859154929579,4.26338028169014,58.10140845070421,63.912676056338015,50.205633802816884,47.99436619718308,37.69295774647888,0.9914084507042253
Corentin Denolly,79.0,188.0,1997-06-06,2015,0,1,610,379,231,0.6213114754098361,5.169444444444445,5.1518518518518555,63.178703703703704,66.24629629629631,46.4953703703704,48.518518518518555,37.4601851851852,1.0135185185185183
Ivan Navarro,86.0,183.0,1981-10-19,2001,1,0,869,454,415,0.522439585730725,8.437547892720307,3.954406130268198,61.9616858237548,71.76168582375475,50.29885057471264,48.9919540229885,34.44521072796935,1.021762452107279
Ivan Ljubicic,92.0,193.0,1979-03-19,1998,1,0,870,520,350,0.5977011494252874,15.035250737463118,3.1299410029498524,58.50988200589969,77.68067846607671,52.40280235988204,51.16961651917403,35.13264401772527,1.1700589970501474
Tomas Smid,79.0,191.0,1956-05-20,,1,,883,544,339,0.6160815402038505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
